file,category,stage,sha256,bytes,lines,offsets,symbols
01_raw_sensor/blackLevelSubstract_0x3068cdb.frag,01_raw_sensor,fragment,7181e8fe4ab1bebbe1039474ace74f997cc0ca1ee20e6e7aaec7ef86a4deb6ac,413,18,0x3068cdb,blackLevelSubstract_fragmentShaderSource
01_raw_sensor/highlightrecoveryscalarrgb_0x304d54d.frag,01_raw_sensor,fragment,62a796eabf55c35aa9d70843c4c6670f47fc11b59a789fa59e3107a39383b2c4,3683,127,0x304d54d,highlightrecoveryscalarrgb_fragmentShaderSource
01_raw_sensor/hotPixelPlus_0x305adee.frag,01_raw_sensor,fragment,0791fa8fdf096adab2e55a65c1b68b0f4b1e31529202eb0153f89882ee21b144,21780,378,0x305adee,hotPixelPlus_fragmentShaderSource
01_raw_sensor/hotPixel_0x302af8e.frag,01_raw_sensor,fragment,8012955d7c0a1c85bc5fb7d07a3f289631214a7796b86283a33c7b201cd7ce76,20854,358,0x302af8e,hotPixel_fragmentShaderSource
01_raw_sensor/multi2bayer_ms2bayer3_0x303310c.frag,01_raw_sensor,fragment,772e7494a86ba3a7164e9b369e45dd64a1104e56361efa9f6396d5ea49c6a7a9,1093,40,0x303310c,multi2bayer_ms2bayer3_fragmentShaderSource
01_raw_sensor/neutralisationBayer_0x30563ff.comp,01_raw_sensor,compute,54c8e19ec4e856f0546700e84db38fd1983f139aaf7c43e3323fb08650dcd9d4,3922,100,0x30563ff,neutralisationBayer_computeShaderSource
01_raw_sensor/neutralisationRgb_0x2ff8dfa.comp,01_raw_sensor,compute,f139a1b07826c300489b4392699d94238e6f34a998d4dba8d9ca80bf605e6539,2391,71,0x2ff8dfa,neutralisationRgb_computeShaderSource
01_raw_sensor/orientation_180_0x3073882.frag,01_raw_sensor,fragment,84412000fe0b6f27def36bdbb611fafd17343363c7d23dbecb0505ce87fad666,1182,44,0x3073882,orientation_180_fragmentShaderSource
01_raw_sensor/orientation_270_0x2ff9752.frag,01_raw_sensor,fragment,2fe79b91d74441a5a0d8daeb34f87e445ac128112c56008290fceab12d1311ab,1192,44,0x2ff9752,orientation_270_fragmentShaderSource
01_raw_sensor/orientation_90_0x301d6cf.frag,01_raw_sensor,fragment,4802e80060871fd646ac34d63fa30b3779d034e42b559dc1054f76757737e36f,1193,45,0x301d6cf,orientation_90_fragmentShaderSource
01_raw_sensor/sceneCalibrationBayer_0x3060303.comp,01_raw_sensor,compute,ad02e35cd008c247df53d43a9649af52f9063e142b0515ad179780c11c18585c,4611,133,0x3060303,sceneCalibrationBayer_computeShaderSource
01_raw_sensor/sceneCalibrationGray_0x30b1366.comp,01_raw_sensor,compute,b37680e4d072169a7a53fcdc209523e90d1154e05d5d45d437005db9c3ad2a47,4021,116,0x30b1366,sceneCalibrationGray_computeShaderSource
01_raw_sensor/sceneCalibrationRgb_0x3008d0f.comp,01_raw_sensor,compute,4e7ff25df3d5cf99208ee46fa417954a190ec2909af7bfb1eac95f363023f221,5338,143,0x3008d0f,sceneCalibrationRgb_computeShaderSource
02_demosaic/demosaic_calculate_color_noise_error_0x30062f5.comp,02_demosaic,compute,6da3783cd147005c2750b1fe352a0110d3ca2c22e32c35691f4087f45ac1b17b,2006,71,0x30062f5,demosaic_calculate_color_noise_error_computeShaderSource
02_demosaic/demosaic_color_noise_filter_0x3014da8.comp,02_demosaic,compute,d2230d98ddb2e920f96ff833d6b2b064edfe1fd367f3f1b7a1e0dae591238f06,1539,50,0x3014da8,demosaic_color_noise_filter_computeShaderSource
02_demosaic/demosaic_color_noise_pass_1_0x3081fb1.comp,02_demosaic,compute,626b18a415bd88111972b31b26529cbc4c3f0fe86f066c6da8e5ba9b77c0052d,1761,61,0x3081fb1,demosaic_color_noise_pass_1_computeShaderSource
02_demosaic/demosaic_color_noise_pass_2_0x3024978.comp,02_demosaic,compute,77ecea4a4085c9678c82864b7a3a1633b9a173a2746a1c4fae420049edf24f6c,4246,117,0x3024978,demosaic_color_noise_pass_2_computeShaderSource
02_demosaic/demosaic_color_noise_pass_3_0x3049e97.comp,02_demosaic,compute,9f0f02155a6f509830d6ddc3afa540da03684b8c9d752d96012957f74090786e,6408,177,0x3049e97,demosaic_color_noise_pass_3_computeShaderSource
02_demosaic/demosaic_color_noise_pass_3_yccd_0x303704a.comp,02_demosaic,compute,b3af96dca2b14851ada4f1cd7cad4b9e9bfa6c4f499fe6edf9e4367e6fe2246d,5960,153,0x303704a,demosaic_color_noise_pass_3_yccd_computeShaderSource
02_demosaic/demosaic_iir2_pass1_0x3041e8f.comp,02_demosaic,compute,9c22e56ab98ccba2df1047cf363f263ad92e146700c596b8622b03af6ca5233b,2422,79,0x3041e8f,demosaic_iir2_pass1_computeShaderSource
02_demosaic/demosaic_iir2_pass1_init_0x3005a70.comp,02_demosaic,compute,b4203de6cb2b2a0d2d45bf31b94709bcbe51958985b0a49d92728ed4bdeedad2,2180,75,0x3005a70,demosaic_iir2_pass1_init_computeShaderSource
02_demosaic/demosaic_iir2_pass2_0x3006acc.comp,02_demosaic,compute,3880b76927b8cd1ca8c15558912f032c8594312e3180834b0fc36a1c55bd64b0,1625,59,0x3006acc,demosaic_iir2_pass2_computeShaderSource
02_demosaic/demosaic_iir2_pass3_0x3068458.comp,02_demosaic,compute,e665176d25d909367a134dd38315c49c97b9157836dc8165b0225cb611582e96,2178,74,0x3068458,demosaic_iir2_pass3_computeShaderSource
02_demosaic/demosaic_pass_0a1_0x30410af.comp,02_demosaic,compute,54604631e2fdfb4d993170190d5b8dab390379a81b500e43d337af975cade411,3551,143,0x30410af,demosaic_pass_0a1_computeShaderSource
02_demosaic/demosaic_pass_0a2_0x30555c4.comp,02_demosaic,compute,0efa5c950f6502ed9836a8cd18dc935a686aa8e8033e3d36d9cb96ca7d92b347,3642,106,0x30555c4,demosaic_pass_0a2_computeShaderSource
02_demosaic/demosaic_pass_0b_0x30325b5.comp,02_demosaic,compute,6ebfd8f9386e94f8fc0090d4b6379e8ac599ae6581c15edb35a0c1ed5981e6c5,2115,74,0x30325b5,demosaic_pass_0b_computeShaderSource
02_demosaic/demosaic_pass_0c_0x306798d.comp,02_demosaic,compute,cbbd4fee1875088d68c839eb922dffa6be9b1c175ff33941b4465deb990dca95,2762,94,0x306798d,demosaic_pass_0c_computeShaderSource
02_demosaic/demosaic_pass_1_0x3097f8e.comp,02_demosaic,compute,16b1675cddccc6ef185afa37b2b9d4f5af38b3c64e51ec7b0854b474c678221a,17847,389,0x3097f8e,demosaic_pass_1_computeShaderSource
02_demosaic/demosaic_pass_2_0x30a5753.comp,02_demosaic,compute,f6a0ccf9154f8a51129f18a76bfbc63bcb960c646805b2511dbe5ec8c0e90f3d,3921,114,0x30a5753,demosaic_pass_2_computeShaderSource
02_demosaic/demosaic_pass_3_0x30466e2.comp,02_demosaic,compute,f5810f8bf53819324502a8696d7d0bdb94238280be29b7f72139e9701e276111,14260,337,0x30466e2,demosaic_pass_3_computeShaderSource
02_demosaic/demosaic_pass_neutral_0x308ec13.comp,02_demosaic,compute,ca62ac0831390a5415c5703b3a22c344faf8cc3de01c9665783d1ce6a6790da0,1787,61,0x308ec13,demosaic_pass_neutral_computeShaderSource
02_demosaic/demosaic_yuv_to_rgb_0x3007126.comp,02_demosaic,compute,dd4384ae8724f2c7edb40a44214966d9d390cba0e9fa00329be17c814ff0e1c7,1761,58,0x3007126,demosaic_yuv_to_rgb_computeShaderSource
03_denoise/cacheCmosCache0_0x30501d4.frag,03_denoise,fragment,c7f420d715f7cf77f2a9e4f39d3a91210a32fb7ae3f3bb76eb54060c35dbb03a,790,29,0x30501d4,cacheCmosCache0_fragmentShaderSource
03_denoise/cacheCmosCache1_0x30651c8.frag,03_denoise,fragment,75b79c1ff7a65dce4caaa4a318e8831830581262ba3641abbc911404105fd626,1404,35,0x30651c8,cacheCmosCache1_fragmentShaderSource
03_denoise/cacheCmosCache2_0x300e390.frag,03_denoise,fragment,c54309c364704060a762899687cb5552463b112200ba20e6380dfabef41cf04a,796,29,0x300e390,cacheCmosCache2_fragmentShaderSource
03_denoise/cacheCmosCache3_0x307c71b.frag,03_denoise,fragment,ea3760a5920497c1d661adf7132a31d29544b34d386deb1d87ba6b3d41b935a7,1404,35,0x307c71b,cacheCmosCache3_fragmentShaderSource
03_denoise/cacheCmosG1G2Cache0_0x3032df9.frag,03_denoise,fragment,07200b7b375227e9abc24cb9bc8583f5977e8c9e89f6bc9e3363bf04aca6c348,786,29,0x3032df9,cacheCmosG1G2Cache0_fragmentShaderSource
03_denoise/cacheCmosG1G2Cache1_0x302135f.frag,03_denoise,fragment,9f177bedb3419c59f2297600453a289d254763433b0bb6c83256845c271b1cb6,1389,35,0x302135f,cacheCmosG1G2Cache1_fragmentShaderSource
03_denoise/cacheCmosG1G2Cache2_0x303b1b3.frag,03_denoise,fragment,f3fe5f3c34819255ebb82f092eed86346a1e31b351c6d54b2771b7866d3492f7,1271,33,0x303b1b3,cacheCmosG1G2Cache2_fragmentShaderSource
03_denoise/cacheCmosG1G2Cache3_0x3064c8a.frag,03_denoise,fragment,63a9a7da2c59cdee8169bf505f93bba4d04bcb1f4bf20c9acff24ab92b7975de,1341,33,0x3064c8a,cacheCmosG1G2Cache3_fragmentShaderSource
03_denoise/cacheCmosRedBlueCache0_0x306db71.frag,03_denoise,fragment,25d520100eef854bba77d939159fe21fd7680371cc3f7b6f62e6585458e055d6,861,31,0x306db71,cacheCmosRedBlueCache0_fragmentShaderSource
03_denoise/cacheCmosRedBlueCache1_0x306decf.frag,03_denoise,fragment,1fd2aa77c9667d8cfdce32d82f263caaefb216a28936ea7e2864847063731a33,1558,41,0x306decf,cacheCmosRedBlueCache1_fragmentShaderSource
03_denoise/cacheCmosRedBlueCache2_0x3038793.frag,03_denoise,fragment,d3fc268abeb04b0953757c16d8bafcb1907a30fe349cc7f5417371eb5af0aa65,1986,48,0x3038793,cacheCmosRedBlueCache2_fragmentShaderSource
03_denoise/denoiseCcd_0x304b7a0.comp,03_denoise,compute,38ce78e7205eab385f083a58771fba7efdf84e98ab3e79ef6643a7ef0e7c3653,7596,158,0x304b7a0,denoiseCcd_computeShaderSource
03_denoise/denoiseCmosCached_0x309c546.comp,03_denoise,compute,5a71694ed199c558d517899590d5a2c72f4d49e457ccf781e467e7c35119ad30,8364,161,0x309c546,denoiseCmosCached_computeShaderSource
03_denoise/denoiseCmosG1G2Cached_0x30a66a5.frag,03_denoise,fragment,1ea9327fd1b1ce2257eca7ed7bca44ffa74b5d5ba71f8203df26436cd3713f9e,9222,236,0x30a66a5,denoiseCmosG1G2Cached_fragmentShaderSource
03_denoise/denoiseCmosG1G2Cached_0x30ad00c.comp,03_denoise,compute,e1cd535a47146b36cb176de8b5658dc74be20180f1c78f78e4e09924d3fd964f,9203,223,0x30ad00c,denoiseCmosG1G2Cached_computeShaderSource
03_denoise/denoiseCmosRedBlueCached_0x308f30f.frag,03_denoise,fragment,ddf06024ffc6b97bd6e48447543b6b33c79c45a80b2ffdd786f6eaff24177058,6243,176,0x308f30f,denoiseCmosRedBlueCached_fragmentShaderSource
03_denoise/denoiseCmosRedBlueCached_0x30a8aac.comp,03_denoise,compute,ca61491ffb337d564307251c8a95970840228afdc8555f3bb23f75210ea13c12,6345,167,0x30a8aac,denoiseCmosRedBlueCached_computeShaderSource
03_denoise/denoiseGray_0x3068e79.comp,03_denoise,compute,3b723b58db314faac1498ff32b0957b78e2656ad65c28e36e11f52941507401f,8540,216,0x3068e79,denoiseGray_computeShaderSource
03_denoise/noiseMinMax_0x3087ae6.frag,03_denoise,fragment,55a11b0d14cc518110a0c76d9f01a7fb64092fddbc6f6996b1c321964bd9d0fe,1751,51,0x3087ae6,noiseMinMax_fragmentShaderSource
03_denoise/rgbNoise_0x3013e52.frag,03_denoise,fragment,7487a80208c3945d4a0dbdefb2ae83b6696e263985891ee717e0b57ee421b82a,423,20,0x3013e52,rgbNoiseShader
03_denoise/rgbnr_0x3072e51.frag,03_denoise,fragment,0e308203f748e9d878cfd3e0006993f4df8c422e6922b8ad5118a91254fc4103,1821,57,0x3072e51,rgbnr_fragmentShaderSource
03_denoise/rgbnrcdiff_0x309776e.frag,03_denoise,fragment,54386a68d91b8e178b310919a8c991f2752bdd840fe5a53f4c855be5f7a4f8fb,2079,67,0x309776e,rgbnrcdiff_fragmentShaderSource
03_denoise/rgbnrcdiff_0x30a4eb3.comp,03_denoise,compute,52a7d714fa3dcf908389eec8b53aa2dff3e506042127e90909b014dae1708afd,2207,70,0x30a4eb3,rgbnrcdiff_computeShaderSource
03_denoise/rgbnrsimple_0x30ac478.comp,03_denoise,compute,9069bc90a27a2f0b5a7724407e599df01fe3ff0bcd1e09204c41b787eca9886e,2963,96,0x30ac478,rgbnrsimple_computeShaderSource
03_denoise/rgbnrsimple_NoNR_0x30153ac.frag,03_denoise,fragment,0c10fd81f389dc085b1747e60fd9c8c89771230c59cddaa9e8abd4092f901a70,357,17,0x30153ac,rgbnrsimple_NoNR_fragmentShaderSource
03_denoise/rgbnrsimple_RGB16_16_0x307cc98.frag,03_denoise,fragment,e920533ef360bffa8007445902f5797a221900d0bb56e70312ee08e9ad0135ce,1535,56,0x307cc98,rgbnrsimple_RGB16_16_fragmentShaderSource
03_denoise/rgbnrsimple_RGB_4_4_0x3090b73.frag,03_denoise,fragment,47f84ed81f1b2e6cbf16d0263c68697e45353b60ae7299e49cc0614268962284,1534,56,0x3090b73,rgbnrsimple_RGB_4_4_fragmentShaderSource
03_denoise/rgbnrsimple_RGB_8_8_0x3033552.frag,03_denoise,fragment,17b63bef6865200eff7286b24f7f02ed3f28adf656a0f7402779fce3e2a77488,1534,56,0x3033552,rgbnrsimple_RGB_8_8_fragmentShaderSource
04_color_tone/ColorCorrectAll_0x301a79e.frag,04_color_tone,fragment,e88d1cf208ed2067ae4d435a12d1f7cc5ff1367b004315b1c823a6c99f7ee6bf,8370,255,0x301a79e,ColorCorrectAllShader
04_color_tone/HighlightStrength_0x3019721.frag,04_color_tone,fragment,7e01c980ca698783302664399c9fbbf037d161e4df32398671c1faab48b60701,4220,116,0x3019721,HighlightStrengthShader
04_color_tone/colorCorrectAll_0x3027dea.frag,04_color_tone,fragment,dbaac65ca38e9a2fc2156b3cdce40f6bc9ef41150a8e7c5e2473b7556f7de8e7,7885,250,0x3027dea,colorCorrectAll_fragmentShaderSource
04_color_tone/color_correct_0x303b6ab.comp,04_color_tone,compute,708bb034bd1ad908db5512e780831df43eae055e5b1752f29d49d8710d1ed0b5,5078,144,0x303b6ab,color_correct_computeShaderSource
04_color_tone/colorspaceconvert_0x2ff7cb6.frag,04_color_tone,fragment,4af76a0e1e5dc2e9d4788f439d2c1615d0e1086a480d91d016b8d12d9a51f5d6,4419,148,0x2ff7cb6,colorspaceconvert_fragmentShaderSource
04_color_tone/customCmm_0x3011778.frag,04_color_tone,fragment,1d2a52b7d24ec0b6d2d2b4100a2c467d18b50a73cd46a5570e77fd86788fe7a7,2072,73,0x3011778,customCmm_fragmentShaderSource
04_color_tone/customColorSpace_0x3034aab.frag,04_color_tone,fragment,a2290578fd48972ba0cb065428ae5307ac013d2b0d0f4607d20014b480e3c842,2256,77,0x3034aab,customColorSpaceShader
04_color_tone/desatHighLight_0x308164a.frag,04_color_tone,fragment,22ee7adff61fc23e5f879983fa06ae574dbfc040734178d2c83992d4f2350fcc,2406,103,0x308164a,desatHighLight_computeShaderSource
04_color_tone/desatHighLight_0x308e22a.frag,04_color_tone,fragment,992c5335469160b73bcabb680b1cead43a5e0c7669ac3aad4f3c196eb8ac55c3,2536,110,0x308e22a,desatHighLight_fragmentShaderSource
04_color_tone/filmCurve_0x30a3daf.frag,04_color_tone,fragment,7272d4bc97a33ee3855b9d2a7cad4d0843a6480c8fa8cd2341f65b3e6c429e8c,1039,37,0x30a3daf,filmCurveShader
04_color_tone/filmcurve_0x3040c4d.frag,04_color_tone,fragment,c678f85151e14960313ee0e0b16fa1ed9c6041ac3144a9f1174a76853e540d17,1121,41,0x3040c4d,filmcurve_fragmentShaderSource
04_color_tone/gamma_hasselblad_0x30776ff.frag,04_color_tone,fragment,121ebee892224e11b60d72f04e14bd10e2c685e2fdc66d5f4f8dae647bd0e421,478,19,0x30776ff,gamma_hasselblad_fragmentShaderSource
04_color_tone/gamma_lstar_0x307356f.frag,04_color_tone,fragment,3bdbd36600685c42e163ed2aed8e89cb2135cb71e3601d7b002681c923cdcaaf,786,28,0x307356f,gamma_lstar_fragmentShaderSource
04_color_tone/gradation_0x30778de.frag,04_color_tone,fragment,c6952101afd99df4bc3bb0f5b3061b5b7dfaca6392921b3758889f0a6b1aa926,4643,157,0x30778de,gradation_fragmentShaderSource
04_color_tone/highlightstrength_0x3035fd3.frag,04_color_tone,fragment,8c19ed4877e76b4394bb4dd802c890a081f0ba79a1ebcc68ea39c5c5ecfce6b7,4214,116,0x3035fd3,highlightstrength_fragmentShaderSource
04_color_tone/mark_hue_0x30504eb.frag,04_color_tone,fragment,6db1863654d4ec5103e4bc0fdf6e1fddc612afed52d72e114956e65562b7e359,2013,59,0x30504eb,mark_hue_fragmentShaderSource
04_color_tone/rgb2GrayRgb_0x309e5f3.comp,04_color_tone,compute,b781b236056b8b51679cea5da2e98b07839ed5db74eedbec1a0123685792bff7,2403,74,0x309e5f3,rgb2GrayRgb_computeShaderSource
04_color_tone/rgb2Gray_0x2ffe79a.comp,04_color_tone,compute,69b2e3e5510029dac6d1416980e258fdf5c924a43de19e2cb36feb8bc223dd34,2983,78,0x2ffe79a,rgb2Gray_computeShaderSource
04_color_tone/sdr_icc_0x3073d21.frag,04_color_tone,fragment,9f2ec2781a1b115048553c5aba7b729e60c43f6332cc9e4046a4866da43e658e,1472,58,0x3073d21,sdr_icc_fragmentShaderSource
04_color_tone/selectivecolor_0x3088ea2.frag,04_color_tone,fragment,23d9a908fe2ae5baf5f578bac46cbcbb30f711900eef5851e42d60c8441dcc24,5607,172,0x3088ea2,selectivecolor_fragmentShaderSource
04_color_tone/unattributed_0x30308d7_0x30308d7.frag,04_color_tone,fragment,0019263ccb2e3a738b9c6014820b560dc84c5c474955760e2baaf968fab453f0,498,16,0x30308d7,
04_color_tone/unattributed_0x30347c3_0x30347c3.frag,04_color_tone,fragment,555706c2932277ee62b250ebd2625afe9c4e80de00db5e77c6dd38e9bdccd000,209,12,0x30347c3,
04_color_tone/unattributed_0x3065982_0x3065982.frag,04_color_tone,fragment,6f90e80f6193d57e5ee7d79a3beb75aa77d22320d0ecdea771c7580ea2a3cb29,326,12,0x3065982,
04_color_tone/unattributed_0x3079cc5_0x3079cc5.frag,04_color_tone,fragment,d54349859e4310755952cd52a6dce6eacd6e4a8f4cb54b3824a086bd397d19b8,3358,88,0x3079cc5,
04_color_tone/unattributed_0x307f4f7_0x307f4f7.frag,04_color_tone,fragment,93d00d0f37ad0f65522194209275aab523fabc1c8173df5550ca7e0c94a46613,177,12,0x307f4f7,
05_lens_geometry/KeystoneBilinear_0x300f494.frag,05_lens_geometry,fragment,6e41522c4cdf78a589f1e2d7a5cefc0ba1ed514b23edd3369992f0cf90c97e98,1822,56,0x300f494,KeystoneBilinear_fragmentShaderSource
05_lens_geometry/Keystone_0x30847c0.frag,05_lens_geometry,fragment,d3956e2b1df06d05398033f10af7f36f5651d91db0173fa1dc2232390ff8b8dd,5010,120,0x30847c0,Keystone_fragmentShaderSource
05_lens_geometry/alignment_0x3025a0f.frag,05_lens_geometry,fragment,4f0ff853370d74ed985ade5b3f8e5a403962af5789f8eca38a4b97cdc1863fa0,307,15,0x3025a0f,alignment_fragmentShaderSource
05_lens_geometry/grayVignetteCS_0x300a1ea.comp,05_lens_geometry,compute,76ab07ae2bc82a0a7f67d73044d2eff9fdda40e911b98645b3cb935129eeef0c,7011,186,0x300a1ea,grayVignetteCS_computeShaderSource
05_lens_geometry/grayVignetteHtsCS_0x306f136.comp,05_lens_geometry,compute,a462ddc6676773abca3e4f28156aaafddc7924aeab527f6b5d0b63026dd585f5,7262,194,0x306f136,grayVignetteHtsCS_computeShaderSource
05_lens_geometry/htsAberrationCS_0x309f9c3.comp,05_lens_geometry,compute,a7d6c853553ca43a007eca52070267af41ea92582da3e951654cd68728e732c2,7266,183,0x309f9c3,htsAberrationCS_computeShaderSource
05_lens_geometry/orientation_rgb180_0x306e4e6.frag,05_lens_geometry,fragment,81dae8448e22d2a50d7394fbb542a5d64f9d534f5b32b392979fed8612b174d5,412,20,0x306e4e6,orientation_rgb180_fragmentShaderSource
05_lens_geometry/orientation_rgb270_0x303edb0.frag,05_lens_geometry,fragment,b20405eac1c785d1a0359002535ad92b2338a72100b12fd83c800123eb490e83,414,20,0x303edb0,orientation_rgb270_fragmentShaderSource
05_lens_geometry/orientation_rgb90_0x307d298.frag,05_lens_geometry,fragment,b379afb58ea22e4d0d0f4fa880dc1ee053d527d3a82fdb86881459b5a8aee522,415,20,0x307d298,orientation_rgb90_fragmentShaderSource
05_lens_geometry/repeatMargin_0x3084296.frag,05_lens_geometry,fragment,9373e67d9d551351332bb5ad0d8727a1e3a8524bd8cf1d63d27a92baab843eb5,1321,54,0x3084296,repeatMargin_fragmentShaderSource
05_lens_geometry/resize_0x3029cb8.frag,05_lens_geometry,fragment,8c44c4f649d107b2346725d1b018d85e426fded06bd05fbb5a836dbeaf45e569,2381,72,0x3029cb8,resize_fragmentShaderSource
05_lens_geometry/resizeintegraldown_0x2ffcdeb.frag,05_lens_geometry,fragment,abc100e93094e15844f1aac7761b8b78aa5ac10d1fc122c86a131473eb3c0293,1160,46,0x2ffcdeb,resizeintegraldown_fragmentShaderSource
05_lens_geometry/resizesplinehorizontal_0x30768a8.frag,05_lens_geometry,fragment,b89be0128b31698dc01785802e45d89a1313909f8f829e4c5e008788151cdaaa,3670,129,0x30768a8,resizesplinehorizontal_fragmentShaderSource
05_lens_geometry/resizesplinevertical_0x3063ecb.frag,05_lens_geometry,fragment,11d86a505f5d8f109ce72cdb0b7391d559cf63aeaf7e3b6be57081bf47852d81,3518,127,0x3063ecb,resizesplinevertical_fragmentShaderSource
05_lens_geometry/rgbLensFilter_0x2fff342.frag,05_lens_geometry,fragment,242f8a575c32fa3e5b0867f2b2fc3f678bbc86df9650b329650917b3773fc73a,16716,408,0x2fff342,rgbLensFilter_fragmentShaderSource
05_lens_geometry/rgbLensFilter_0x3057352.comp,05_lens_geometry,compute,a21099023c7ef59d903395303ee0c0bfdfe05463d171713e599ee2d21d390291,15003,341,0x3057352,rgbLensFilter_computeShaderSource
05_lens_geometry/standardAberrationCS_0x300fbb3.comp,05_lens_geometry,compute,c17ca8323bf2ae866a700a7e8c03b26006646dc582b747033507adcf8e4295bb,7108,175,0x300fbb3,standardAberrationCS_computeShaderSource
05_lens_geometry/unattributed_0x2ffac4a_0x2ffac4a.frag,05_lens_geometry,fragment,cf8cb93c8b2a90f34a0a41f45509b621135134b1785a57f49437fb5e1813b76b,562,19,0x2ffac4a,
05_lens_geometry/unattributed_0x2ffae7d_0x2ffae7d.frag,05_lens_geometry,fragment,e9f99a8ec73e205e70886530d9f6f60bedd45a4817119e988b77824e84df52db,2222,45,0x2ffae7d,
05_lens_geometry/unattributed_0x3003732_0x3003732.frag,05_lens_geometry,fragment,e42cf5f03a11d8eac27fcc414f6c9d09ee9fd18432530f1d574e0269b8e3139a,879,22,0x3003732,
05_lens_geometry/unattributed_0x300c4fc_0x300c4fc.frag,05_lens_geometry,fragment,68a09bfc4c6bdfd4c327b840a8fe3d2810a7e7b3bb1ccabd50f31c7bdb1461ad,970,24,0x300c4fc,
05_lens_geometry/unattributed_0x30218ea_0x30218ea.frag,05_lens_geometry,fragment,45417504420c2e766d3dc2ace48fc785e9aa1f665d9aa42a7968dd9d0117a8b6,2637,67,0x30218ea,
05_lens_geometry/unattributed_0x3025d0b_0x3025d0b.frag,05_lens_geometry,fragment,be7df9e0bd89a0467177c64df289d56f33585086266c451a570a4e8f93d011b4,970,24,0x3025d0b,
05_lens_geometry/unattributed_0x303011d_0x303011d.frag,05_lens_geometry,fragment,4788646eb655664ed70590e8ac61a52dd2bb31df68599569683e0569158980a0,1977,57,0x303011d,
05_lens_geometry/unattributed_0x3038f66_0x3038f66.frag,05_lens_geometry,fragment,05317b455a0d1d6d9afaa741b05bc34fe23073556dabb500068780abae76dd1c,763,20,0x3038f66,
05_lens_geometry/unattributed_0x303ca82_0x303ca82.frag,05_lens_geometry,fragment,eca183311e10a8a3832fb3b176a9a9df0b7c91c53f8ffdba2ea6c20302d050a1,660,21,0x303ca82,
05_lens_geometry/unattributed_0x303cd17_0x303cd17.frag,05_lens_geometry,fragment,5edd39c1c209941815ef719ebd68a0ad5b9d44e5c6af1634e7dc3d0fbeb2a469,659,19,0x303cd17,
05_lens_geometry/unattributed_0x3043a7a_0x3043a7a.frag,05_lens_geometry,fragment,5032f05ce79cbaba7a0539c9611235df091957795672a17f3d77457625d85336,2410,69,0x3043a7a,
05_lens_geometry/unattributed_0x3053268_0x3053268.frag,05_lens_geometry,fragment,64f9d74a6693cf3660eb633e889e91c4f7e549865bbd55d05ca1472287c93990,705,17,0x3053268,
05_lens_geometry/unattributed_0x3061f15_0x3061f15.frag,05_lens_geometry,fragment,9071061620f2032c7d385e1156c3d06346385976d258aca5b8ff4506dd916d9d,700,18,0x3061f15,
